,train,val
0,0.6807414415151254,0.6544638611376286
1,0.6563074957677817,0.6437439478933811
2,0.6504684014346901,0.6386567398905754
3,0.6373038066444875,0.6188343517482281
4,0.6156399991150857,0.5937969792634249
5,0.5983858370482507,0.5904497964307666
6,0.5907592213866774,0.5831456005573272
7,0.5792267223061043,0.5892256245017051
8,0.5743490329040771,0.595170415006578
9,0.5656605808061751,0.585202693939209
10,0.5675451086525791,0.5905502919107676
11,0.5718373045304554,0.5999540966004133
12,0.5590216167613097,0.6063954321667552
13,0.5598928751799592,0.6016409277915955
14,0.5515416441109648,0.600930113485083
15,0.5569867054842443,0.6063401925377547
16,0.5666514013340808,0.5994607167318463
17,0.5513172953782062,0.594605739414692
18,0.5318445909835698,0.5916709614917636
19,0.5376336150109685,0.6001144520007073
20,0.5398267927852891,0.5980430086608977
21,0.5256173479706256,0.6061975522898138
22,0.5066220465223713,0.6089687670813874
23,0.507746881089058,0.6201645922847092
24,0.5123999008548774,0.6160118767991662
25,0.4930666082011476,0.6447245118208229
26,0.4926741143924305,0.6195703921141102
27,0.48918833984619053,0.6361997517524287
28,0.4535295499879893,0.6521614438621327
29,0.46319957842249865,0.6236026792088524
30,0.446989133974773,0.6644005275215022
31,0.44815409465360045,0.6520765445777215
32,0.42812408691321363,0.6649744881899096
33,0.43748950883642523,0.6795471112825908
34,0.4133146397344592,0.7333398100003251
35,0.4096231511139903,0.6970734266622458
36,0.39621420239871663,0.7367429374804487
37,0.3905513867300641,0.7328892305260524
38,0.36963759916050876,0.719452872905822
39,0.35145630002519185,0.7304053154497524
40,0.3644487091828454,0.7529962909422465
41,0.3476437674692841,0.7320364274724852
42,0.3403172434122407,0.7737067374633625
43,0.3508972861339055,0.7621166566881584
44,0.32990919805866287,0.8230563391378383
45,0.32910878083802064,0.725919757183874
46,0.29636461806894177,0.7387505768179835
47,0.34288491551169764,0.6982974419195671
48,0.31665942636584044,0.8009785522542188
49,0.32252834084468357,0.8077109726721574
50,0.2885728270147042,0.8009975364364437
51,0.29125042810973933,0.7632852475267555
52,0.28918336383656434,0.758975668693165
53,0.2877819339365223,0.7955191086715786
54,0.255780229233568,0.8088722526375932
55,0.2532856925099218,0.8323073930267129
56,0.24712697682858176,0.8202108962784223
57,0.25426756552263824,0.9100054578409982
58,0.2536752500852391,0.8415528477125008
59,0.24137769778348475,0.8567435435101487
60,0.23711938354004075,0.8383706696695754
61,0.20519562470772004,0.9185234670271172
62,0.2130371379421218,0.9045646649244844
63,0.19456223691703547,1.0346424862350319
64,0.17975616289279392,0.8983868637625164
65,0.17048990113015633,0.9583340746355831
66,0.17856267107047027,1.0405179710942662
67,0.18975733579117002,1.0075107015795879
68,0.17140776804947555,1.0379035844923465
69,0.18156690081071125,1.0583930430471753
70,0.1499875154506845,1.1473145577558597
71,0.15797184210825033,1.1477253624269224
72,0.13817035022382113,1.161170055004277
73,0.13945849746548583,1.0452101616547709
74,0.12281576492234297,1.1796468208685553
75,0.1340473635699885,1.1271641273167006
76,0.12396534685672407,1.1679005554872333
77,0.13826591999209142,1.2374896213926205
78,0.13608090445834506,1.3226416937222347
79,0.14624992249758917,1.1756463964232011
80,0.12918855531739593,1.1791704313920348
81,0.14032159884549647,1.1956182448272021
82,0.1348530057408382,1.4718066853292355
83,0.1413701352182781,1.4974058131176642
84,0.16598853129007554,1.4373007765440715
85,0.14586611193642332,1.2783847754138926
86,0.13468525091364916,1.3580756608422964
87,0.13970383371696685,1.2201500448075786
88,0.13402393457165016,1.0494933810886327
89,0.11827612434085122,1.2083026252160312
90,0.10977454012018914,1.2308254526012208
91,0.11323191340551589,1.2789400772902855
92,0.10744234670849934,1.3562362428379424
93,0.08863369361478032,1.351788121788347
94,0.08742178678098077,1.4536202819956276
95,0.09874714307891146,1.353706416824171
96,0.08680450087814735,1.4553948274528703
97,0.09002869856001107,1.452382588248898
98,0.07753597690059347,1.4369830031871262
99,0.08251912593167995,1.4678417999903144
