,train,val
0,0.7401298922855765,0.7182787999510765
1,0.720004695181389,0.7035662032663822
2,0.712530063239855,0.6951776184141636
3,0.6894948706341718,0.6868987251073122
4,0.666129492917545,0.6678962714970111
5,0.6597769470970886,0.6845511607825756
6,0.6580165957873985,0.6621136728674173
7,0.637786477928533,0.6639509376138448
8,0.6370911516135194,0.6677250605076551
9,0.6288993870930147,0.6592253692448139
10,0.6315948673846493,0.6604235339909792
11,0.6201009789328913,0.6481309499591589
12,0.6294193194041829,0.6447388339787722
13,0.6174564033290773,0.663626815378666
14,0.6124501715780797,0.64288424924016
15,0.6003882986945469,0.6496215466409921
16,0.6013459036015337,0.6517112534493208
17,0.5966645052270532,0.6490291144698859
18,0.5957803031499594,0.6357125360518694
19,0.5822195788749568,0.6527503553777934
20,0.5984501943966278,0.6488617204129696
21,0.5876512166024581,0.6610799271613359
22,0.5840876438189946,0.6593285262584686
23,0.5825902148977606,0.6384230885654688
24,0.5887883473006342,0.707146892696619
25,0.6013793463667179,0.6596488051116467
26,0.5698966616466745,0.6797071557492018
27,0.5617382640798831,0.6763054512441158
28,0.5925030666863305,0.6772653255611658
29,0.5788304799123666,0.6722485411912202
30,0.5685411836739541,0.6857301410287618
31,0.5705617750801861,0.6840675745159388
32,0.5469492269739488,0.6545544482767582
33,0.5447259266369864,0.6681345365941525
34,0.5452422193758013,0.7117837805300951
35,0.5358988719788977,0.6671612683683634
36,0.5430591145377497,0.6738989800214767
37,0.5273579949298057,0.6873798064887524
38,0.535798538460685,0.6885826576501131
39,0.5292785175984028,0.6850102845579386
40,0.5136986049889524,0.6892794746905565
41,0.5226280583128312,0.7088406220078468
42,0.5193027054401366,0.6816473927348852
43,0.5021800939330471,0.7029521726071835
44,0.5049473566206506,0.6989684510976076
45,0.49798367741376537,0.7161175779998302
46,0.5027721169843793,0.682703623175621
47,0.5027863623701315,0.6876676701009273
48,0.5018367890025047,0.6914478130638599
49,0.4899860783395913,0.716279674693942
50,0.49126923996152067,0.7118412666022778
51,0.513626636318106,0.7065235268324613
52,0.4890964379396823,0.7334538042545319
53,0.500929480384885,0.688522494956851
54,0.497726385633206,0.682905464246869
55,0.5050030522286809,0.6752305444329977
56,0.4971667147644372,0.6776919510215521
57,0.5020772328131388,0.7226376201957464
58,0.48857560890606283,0.6967514764517546
59,0.4721661271405651,0.69124068133533
60,0.47216089154815144,0.7115291990339756
61,0.4766055973912479,0.6698364209383726
62,0.46724854490521556,0.7027312073856592
63,0.4715952603807038,0.6893928717821837
64,0.4708208207129106,0.6919535718858242
65,0.46155406636223506,0.7155587609857321
66,0.4565464234982147,0.6875385548919439
67,0.453051479577355,0.684952899813652
68,0.45767230516680424,0.7123863946646452
69,0.45534728436377186,0.6805355068296194
70,0.45711654913773625,0.7163775380700826
71,0.44822087892239215,0.7097445350140333
72,0.445523369751653,0.6979063626378774
73,0.44441312990865056,0.7097889762371778
74,0.4486187593661694,0.6951590474694967
75,0.4413466776859777,0.6927328951656818
76,0.43923101247766255,0.7046972911804914
77,0.4451159165034871,0.72392717897892
78,0.438047833833973,0.7129608005285263
79,0.4346293692214101,0.6792666889727116
80,0.433426361132066,0.6964842930436135
81,0.4411267479868691,0.6989464085549116
82,0.43226407594740474,0.7121651213616133
83,0.4391263424106699,0.6756821170449256
84,0.4452497348168629,0.6778467204421759
85,0.4395608526443407,0.6841256313025952
86,0.43688998322659306,0.6805054739117622
87,0.43081693369921126,0.6975848104804754
88,0.4239359660506746,0.7194521699100733
89,0.42806920114909824,0.7124663174152375
90,0.4273785884091851,0.6864736661314964
91,0.417125548954965,0.7040690001100302
92,0.4166927355884345,0.6949158992618323
93,0.41414695870395496,0.6924333617091178
94,0.41283896258709657,0.6949199825525284
95,0.416230184229425,0.692983016744256
96,0.41531365973064066,0.6838039603084326
97,0.41714380762341624,0.6978015340864658
98,0.4149206968773058,0.6886892180889845
99,0.41200675942801634,0.6935408182442189
