,train,val
0,0.3198887343532684,0.375
1,0.24478442280945756,0.1625
2,0.1877607788595271,0.225
3,0.26842837273991654,0.4
4,0.4242002781641168,0.375
5,0.4172461752433936,0.4
6,0.4339360222531293,0.41250000000000003
7,0.4659248956884562,0.4625
8,0.4325452016689847,0.4375
9,0.4853963838664812,0.4375
10,0.4645340751043115,0.48750000000000004
11,0.49235048678720444,0.48750000000000004
12,0.47148817802503473,0.5
13,0.47426981919332406,0.48750000000000004
14,0.49652294853963835,0.4375
15,0.4881780250347705,0.4625
16,0.5104311543810848,0.525
17,0.5271210013908205,0.5
18,0.5438108484005563,0.5
19,0.5507649513212796,0.5125000000000001
20,0.5312934631432545,0.5
21,0.5146036161335188,0.47500000000000003
22,0.5285118219749652,0.48750000000000004
23,0.5535465924895688,0.5375
24,0.5563282336578581,0.47500000000000003
25,0.5285118219749652,0.5
26,0.5368567454798331,0.42500000000000004
27,0.5730180806675939,0.48750000000000004
28,0.5521557719054242,0.41250000000000003
29,0.5577190542420027,0.5
30,0.5702364394993046,0.42500000000000004
31,0.5827538247566064,0.45
32,0.6147426981919332,0.525
33,0.6161335187760778,0.47500000000000003
34,0.6175243393602226,0.45
35,0.6258692628650904,0.5
36,0.627260083449235,0.47500000000000003
37,0.64673157162726,0.4375
38,0.6133518776077885,0.45
39,0.6509040333796939,0.47500000000000003
40,0.6634214186369958,0.48750000000000004
41,0.6620305980528511,0.4625
42,0.6522948539638387,0.47500000000000003
43,0.6703755215577191,0.42500000000000004
44,0.6675938803894297,0.48750000000000004
45,0.674547983310153,0.41250000000000003
46,0.6648122392211404,0.45
47,0.6884561891515995,0.42500000000000004
48,0.6773296244784422,0.4625
49,0.6870653685674548,0.4375
50,0.6898470097357441,0.45
51,0.6634214186369958,0.4375
52,0.6968011126564673,0.4
53,0.6981919332406119,0.48750000000000004
54,0.6926286509040334,0.48750000000000004
55,0.6912378303198887,0.4625
56,0.6968011126564673,0.47500000000000003
57,0.6898470097357441,0.4375
58,0.7051460361613352,0.47500000000000003
59,0.7399165507649513,0.48750000000000004
60,0.7190542420027816,0.48750000000000004
61,0.7357440890125173,0.525
62,0.7315716272600834,0.47500000000000003
63,0.7287899860917941,0.4375
64,0.7468706536856745,0.47500000000000003
65,0.7593880389429764,0.4625
66,0.7649513212795549,0.47500000000000003
67,0.7496522948539638,0.45
68,0.7746870653685675,0.5
69,0.7593880389429764,0.47500000000000003
70,0.7649513212795549,0.4625
71,0.7677329624478442,0.4625
72,0.7663421418636995,0.45
73,0.7649513212795549,0.45
74,0.7705146036161334,0.45
75,0.780250347705146,0.4625
76,0.7913769123783032,0.47500000000000003
77,0.7621696801112656,0.45
78,0.7927677329624478,0.4375
79,0.7983310152990264,0.5
80,0.8038942976356049,0.42500000000000004
81,0.7858136300417246,0.48750000000000004
82,0.7969401947148818,0.4625
83,0.7691237830319888,0.525
84,0.7732962447844228,0.5
85,0.7969401947148818,0.47500000000000003
86,0.8025034770514603,0.525
87,0.8052851182197496,0.45
88,0.8247566063977746,0.47500000000000003
89,0.8219749652294853,0.4625
90,0.808066759388039,0.4375
91,0.8289290681502086,0.42500000000000004
92,0.8150208623087621,0.5
93,0.8289290681502086,0.47500000000000003
94,0.8511821974965229,0.48750000000000004
95,0.8331015299026425,0.47500000000000003
96,0.8289290681502086,0.48750000000000004
97,0.8289290681502086,0.47500000000000003
98,0.8442280945757997,0.4625
99,0.8428372739916551,0.4625
