,train,val
0,0.05702364394993046,0.0
1,0.016689847009735744,0.0
2,0.17941585535465923,0.0
3,0.07649513212795549,0.0625
4,0.3031988873435327,0.4625
5,0.43810848400556324,0.375
6,0.4339360222531293,0.47500000000000003
7,0.43115438108484005,0.4625
8,0.48261474269819193,0.48750000000000004
9,0.47148817802503473,0.4375
10,0.47287899860917937,0.42500000000000004
11,0.45897079276773295,0.45
12,0.5034770514603616,0.4375
13,0.47426981919332406,0.42500000000000004
14,0.47148817802503473,0.4
15,0.46314325452016686,0.45
16,0.48122392211404724,0.41250000000000003
17,0.48122392211404724,0.4375
18,0.5257301808066759,0.4375
19,0.4951321279554937,0.375
20,0.48261474269819193,0.4375
21,0.5062586926286509,0.4375
22,0.5465924895688455,0.42500000000000004
23,0.5299026425591099,0.45
24,0.5577190542420027,0.4625
25,0.5507649513212796,0.41250000000000003
26,0.5618915159944367,0.5
27,0.5785813630041724,0.4375
28,0.6105702364394993,0.45
29,0.6314325452016689,0.48750000000000004
30,0.6453407510431154,0.5
31,0.6189151599443672,0.5
32,0.6481223922114047,0.45
33,0.6369958275382476,0.47500000000000003
34,0.6536856745479833,0.5
35,0.6509040333796939,0.48750000000000004
36,0.6717663421418637,0.5
37,0.6815020862308762,0.4625
38,0.6954102920723226,0.5125000000000001
39,0.7009735744089012,0.5
40,0.6926286509040334,0.5125000000000001
41,0.7399165507649513,0.5
42,0.7343532684283727,0.45
43,0.713490959666203,0.48750000000000004
44,0.713490959666203,0.48750000000000004
45,0.7538247566063977,0.5125000000000001
46,0.7538247566063977,0.5125000000000001
47,0.7357440890125173,0.5375
48,0.7482614742698191,0.525
49,0.7691237830319888,0.48750000000000004
50,0.7705146036161334,0.5
51,0.7774687065368567,0.525
52,0.7830319888734353,0.55
53,0.7732962447844228,0.5
54,0.8052851182197496,0.525
55,0.8150208623087621,0.47500000000000003
56,0.7983310152990264,0.47500000000000003
57,0.7913769123783032,0.5125000000000001
58,0.8164116828929068,0.5
59,0.8219749652294853,0.525
60,0.8331015299026425,0.48750000000000004
61,0.8511821974965229,0.55
62,0.8372739916550764,0.5750000000000001
63,0.8511821974965229,0.5
64,0.8789986091794159,0.5125000000000001
65,0.8748261474269818,0.5
66,0.8776077885952712,0.5
67,0.8623087621696801,0.5375
68,0.8873435326842837,0.525
69,0.8817802503477051,0.48750000000000004
70,0.9123783031988874,0.5375
71,0.885952712100139,0.525
72,0.8984700973574409,0.48750000000000004
73,0.9040333796940194,0.5625
74,0.9179415855354659,0.5375
75,0.8970792767732962,0.5750000000000001
76,0.913769123783032,0.525
77,0.8915159944367176,0.5875
78,0.9151599443671766,0.5375
79,0.8998609179415855,0.5375
80,0.9193324061196105,0.5750000000000001
81,0.8942976356050069,0.5375
82,0.8998609179415855,0.5
83,0.9248956884561891,0.525
84,0.8915159944367176,0.5125000000000001
85,0.8970792767732962,0.5
86,0.9193324061196105,0.5125000000000001
87,0.9012517385257302,0.5375
88,0.9068150208623087,0.5
89,0.9151599443671766,0.4625
90,0.9235048678720444,0.55
91,0.9221140472878998,0.525
92,0.9276773296244784,0.5125000000000001
93,0.9429763560500695,0.48750000000000004
94,0.9443671766342141,0.5125000000000001
95,0.9221140472878998,0.5375
96,0.9374130737134909,0.55
97,0.9374130737134909,0.5125000000000001
98,0.9415855354659248,0.5375
99,0.9388038942976356,0.5125000000000001
